English,Uzbek
oven,pechka
rounded,yumaloq
ivory,fil suyagi
northward,shimol tomonga
isolated,izolyatsiya qilingan
policeman,politsiyachi
Aug,Avgust
conventional,an'anaviy
Babylon,Babod
dusty,changli
bishops,epchoplar
complaints,Shikoyatlar
stripped,yechmoq
plead,iltimos qilmoq
hinder,to'sqinlik qilmoq
8vo,8VO
cord,shnuri
flows,oqadi
personage,shaxs
classical,klassik
alongside,yonma-yon
wrongs,xatolar
extract,chiqarib olmoq
rewarded,mukofotlangan
lungs,o'pka
lighter,engilroq
kisses,o'pish
serves,xizmat qiladi
pint,pint
forgiven,kechirilgan
sternly,qattiq
proclamation,e'lon qilish
realised,amalga oshirildi
pipes,quvurlar
arising,yuzaga kelmoq
pitched,tikilgan
tube,nayza
observer,kuzatuvchi
smote,urib o'ldirmoq
avenue,xiyobon
elephant,fil
Burke,Burak
footing,oyoq
statesman,davlat arbobi
rebels,isyonchi
nails,tirnoq
wears,kiyadigan
doomed,mahbuba
edges,qirralar
Esther,Xom
Indiana,Indiana
affecting,ta'sir
stormy,bo'ronli
bee,asalari
bury,dafn qilmoq
efficient,unumli
mix,aralashtirmoq
Word,So'z
supporting,qo'llab-quvvatlovchi
actor,aktyor
disturbance,bezovtalik
sweat,ter
executive,ijro etuvchi
seemingly,ko'rinadigan
tenth,o'ninchi
blossoms,gullamoq
Ethel,Etika
folds,burma
painfully,og'riq bilan
polish,jilov
shudder,titrash
oe.,Oe.
roofs,Tomlar
comparative,qiyosiy
begging,qaysar
imposing,zabt etish
notable,diqqatga sazovor
invested,sarmoya kiritilgan
imprisoned,qamoqqa olingan
mute,soqov
Amy,Amaki
cage,qafas
esq,eskilik
pg,pg
cured,davolamoq
cargo,yuk tashish
prof.,prof.
negotiations,Muzokaralar
assented,ishonish
jail,qamoqxona
skilful,mohir
ideals,ideallar
conferred,berildi
resulted,natijada
illusion,xayol
torment,azob
troublesome,tashvishli
crowns,toj
Feb,Fevral
repentance,tavba qilish
blankets,ko'rpa
proprietor,mulkdor
uncertainty,noaniqlik
concentrated,konsentratsiya qilingan
Mediterranean,O'rta er dengizi
covers,Qopqoqlar
scream,qichqirmoq
compromise,murosaga kelish
respectful,hurmatli
chariot,ariot
ammunition,o'q-dorilar
bonnet,kaput
secondary,ikkilamchi
Persia,Persia
persecution,ta'qib
lesser,kamroq
assistant,yordamchi
saluted,salom
fits,moslashtirmoq
indulged,pishiq
springing,bahor
cane,qamish
fold,bukmoq
boundary,chegara
valued,qadrli
she'll,u
rugged,qo'pol
aloft,alomat
thieves,O'g'rilar
parlour,mehmonxona
indebted,qarzdor
tons,tonna
processes,jarayonlar
Dave,Deydon
Moore,Mor
argue,bahslashmoq
dearly,aziz
logic,mantiqiy
panic,vahima
restrained,cheklangan
lb,funt
vainly,behuda
weariness,charchaganlik
enlarged,kattalashgan
Franklin,Franklin
tasted,tatib ko'rmoq
rural,qishloq
torrent,darbadar
resolute,qat'iy
refrain,saqlamoq
kissing,o'pish
gorgeous,ajoyib
meets,uchrashadi
circulation,tiraj
passionately,ishtiyoq bilan
inasmuch,kir
unexpectedly,kutilmagan
stress,stress
consumption,iste'moli
groan,ingramoq
suits,kostyumlar
sustain,ushlab turmoq
hosts,Xostlar
crash,halokat
resemble,o'xshamoq
epoch,davr
quote,narx
lacking,yo'q
nominally,darvoza
choked,bo'g'ilib qolgan
aristocracy,aristokratiya
granite,granit
gradual,asta-sekin
delights,zavq
hurled,shikastlangan
joyful,quvnoq
sack,qop
slumber,uxlamoq
detached,ajratilgan
snapped,hushtak chaldi
shadowy,soyali
accompanying,hamroh bo'ladigan
annoyance,asabiylashish
crush,maydalamoq
needle,igna
repent,tavba qilmoq
phenomenon,fenomen
execute,bajarmoq
canst,podsho
smoked,dudlangan
greet,salomlashmoq
monarchy,monarxiya
behave,o'zini tutmoq
richly,mo'l-ko'l
controlled,boshqariladigan
strive,harakat qilmoq
endeavor,harakat qilmoq
barrier,to'siq
Canadian,Kanadalik
curve,egri chiziq
politeness,xushmuomalalik
flora,flora
rely,ishonmoq
flank,shilimshiq
convenience,qulaylik
courteous,xushmuomala
logs,jurnallar
lamb,qo'zichoq
effectually,ta'sirli
Robinson,Robinson
logical,mantiqiy
shan't,emas
dimly,xira
withered,qurigan
diet,parhez
praises,maqtov
fulfil,bajarmoq
mantle,mantiya
ne'er,nyor
discussing,muhokama qilish
chicken,tovuq
judicial,sudga oid
consistent,izchil
ridicule,masxara qilmoq
as.,kabi.
reins,ranj
barrel,bochka
distrust,ishonchsizlik
trunks,magistrallar
verily,albatta
hunters,ovchilar
feather,pat
desperately,juda ham
goodly,juda yaxshi
habitual,odatdagi
voluntary,ixtiyoriy
luncheon,tushlik
eighteenth,o'n sakkizinchi birinchi
exertions,kuchlar
expert,ekspert
coolly,kallali
mistakes,Xatolar
tedious,zerikarli
contemplated,o'ylab ko'rilgan
Clark,Kamak
jacket,ko'ylak
gleaming,yaltirash
shrank,shiddatli
swimming,suzish
Kent,Kent
perplexed,hayratda qolgan
impressive,ta'sirli
universally,har tomonlama
displeasure,norozilik
maids,xizmatkor
rates,stavka
underneath,ostidan
expedient,ma'qul
Emma,Emma
impress,taassurot
bees,asalarilar
bounded,chegaralangan
worshipped,ibodat qiladigan
resisted,qarshilik ko'rsatmoq
provincial,provinsiya
popularity,mashhurlik
baker,novvoy
shattered,parchalangan
merciful,rahmdil
olive,zaytun
tramp,shpal
compensation,kompensatsiya
Ernest,Qadimgi
martial,jangovar
genial,geniya
Syria,Suriya
conjecture,taxmin qilmoq
van,mikroavtobus
waiter,Ofisiant
detained,hibsga olingan
items,narsalar
promote,targ'ib qilmoq
Delaware,Detirish
covenant,ahd
nought,hech narsa emas
interposed,ikkilanmoq
seizing,tutmoq
sinner,gunohkor
vigor,kuch
devote,bag'ishlamoq
decorated,bezatilgan
sentimental,sentimental
yoke,bir narsa
properties,Xususiyatlar
warlike,urush
perilous,xavfli
threats,tahdidlar
kindled,yoqimsiz
lays,yotadi
hostility,dushmanlik
dragging,sudrab yurish
mare,moviy
regulations,Nizom
obstacle,to'siq
sage,sajda
destitute,kambag'al
pays,to'laydi
sleepy,uyqusiz
Dublin,Dublin
Jonathan,Joustan
posterity,avlod
they'd,ular
nod,bosh qimirlatmoq
mason,mason
patriotic,vatanparvar
plantation,plantatsiya
pitiful,ayanchli
foster,tarbiyalamoq
requisite,zarurat
expose,fosh qilmoq
oxen,ho'kiz
patch,yamoq
Anderson,Andersson
Stuart,Stuart
interruption,uzilish
lance,nayza
payable,to'lanadigan
definition,ta'rif
birthday,tug'ilgan kun
thumb,bosh barmoq
wolves,bo'rilar
hammer,bolg'a
overwhelming,haddan tashqari
intensely,jadal
revolutionary,inqilobiy
fragrant,xushbo'y
bleeding,qon ketish
sheltered,boshpana
circuit,zanjir
dominions,dominsiya
sales,savdo
energetic,baquvvat
insignificant,ahamiyatsiz
repetition,takrorlash
we'd,Biz edik
amazing,ajoyib
trains,poezdlar
skirts,yubka
tip,ris
trivial,arzimagan
kick,tepmoq
tended,qiynalmoq
rejoicing,xursand
dig,qazimoq
pet,Uy hayvoni
skull,bosh suyagi
lectures,ma'ruzalar
ness,ness
threat,tahdid
legislature,qonun chiqaruvchi organ
plunder,talon-taroj qilmoq
removing,olib tashlamoq
jungle,jungl
ghosts,arvohlar
numbered,raqamlangan
famine,ochlik
palaces,saroylar
sorrowful,qayg'uli
improvements,Yaxshilanishlar
Coleridge,Kolerj
fuller,to'la
asp,ro'mol
blocks,bloklar
darted,bo'g'ib o'ldirmoq
shrine,ziyoratgoh
heel,tovon
typical,odatiy
throws,otadi
fortunately,xayriyat
recognise,tanimoq
fuel,yoqilg'i
6th,6-chi
tranquil,tangqis
frown,qovog'ini solmoq
destination,belgilangan joy
plunge,shilmoq
moor,moor
pin,pin
mars,Mars
associate,sherik
here's,bu erda
Owen,Shilmoq
10th,10-chi
Arabic,Arabparast
vicious,yaramas
framed,shtamp
banquet,ziyofat
expressive,ifodali
instinctively,instinktiv ravishda
lighting,yoritish
scanning,skanerlash
subordinate,bo'ysunadigan
jaws,jag'lari
patent,Patent
courtyard,hovli
gulf,ko'rfaz
destroying,yo'q qilish
detailed,batafsil
regulating,tartibga soluvchi
closet,shkaf
compel,majbur qilmoq
inland,ichki
excepting,tashqari
pretext,bahona
legislative,qonun chiqaruvchi
stationed,yo'lga qo'yilgan
rash,toshma
margin,marja
champion,chempion
settling,joylashadigan
billion,milliard
shorter,qisqa
betwixt,betartiblik
admiring,qabih
Morgan,Morgan
nick,nik
chemical,kimyoviy
chapters,boblar
worthless,behuda
aristocratic,aristokratik
Nan,Nan
especial,maxsus
hon,shon-sharaf
attentive,ehtiyotkor
maintenance,parvarishlash
Charlie,Charli
explanatory,tushuntirish
differently,boshqacha
furiously,g'azab bilan
pulse,puls
scanty,kam
flee,qochmoq
admiral,admiral
clause,gap
resume,Rezyume; qayta boshlash
compound,aralashma
pilot,uchuvchi
growled,yaltiroq
charmed,Maftun bo'ldim
imitate,taqlid qilmoq
happening,sodir bo'lmoq
knot,tugun
rags,latta
mock,masxara qilmoq
majestic,muhtasham
messages,Xabarlar
Prussian,Prussiyaga oid
suspense,shubha
Clare,Zanjir
relationship,munosabat
skirt,yubka
agency,agentlik
arisen,yuzi
grin,grin
unusually,g'ayrioddiy
Michigan,Michigan
hoarse,xirillamoq
mills,tegirmon
intently,diqqat bilan
dining,ovqatlanish
demonstration,namoyish
depression,tushkunlik
lain,uzoqqa cho'zilgan
expectations,taxminlar
joining,qo'shilish
weekly,haftalik
trenches,xandaq
technical,texnik
vehicle,transport vositasi
aimed,maqsad
borrow,qarz olmoq
flattering,xushomadgo'y
Portugal,Portugalcha
prodigious,ajoyib
scope,ko'maklashish
vegetation,o'simliklar
Switzerland,Shvitserland
Arkansas,Arkanzas
swelling,shishish
fortified,mustahkamlangan
favoured,ma'qullangan
salute,salomlashmoq
topic,mavzu
blushed,qizarib ketgan
superb,superb
strengthen,kuchaytirmoq
confidential,maxfiy
crow,qarg'a
shawl,ro'mol
sunrise,quyosh chiqishi
sings,kuylamoq
coats,paltolar
sturdy,mustahkam
dissolved,eriydigan
lifetime,muddat
dispersed,tarqatib yuborilgan
sergeant,serjant
contribute,hissa qo'shmoq
strode,darvoza
brigade,brigada
verdict,hukm
they've,ular
honors,faxriy
panting,shodlik
females,urg'ochi
richest,eng boy
attribute,xususiyat
brighter,yorqinroq
hook,ilgak
discontent,norozilik
orderly,tartibsiz
airs,havo
tiger,yo'lbars
messengers,Payg'ambarlar
penetrate,kirmoq
Sabbath,Shanba
identification,aniqlash
holiness,muqaddaslik
crooked,egri
housekeeper,uy bekasi
productions,Ishlab chiqarishlar
prescribed,belgilangan
rector,rektor
spark,uchqun
sleeve,yengi
honored,sharafli
tame,xom
highway,katta yo'l
Alabama,Allabama
Edmund,Edmund
militia,militsioner
nobleman,zodagon
energies,energetika
spacious,keng
tearing,yirtib tashlash
affliction,azob-uqubat
photograph,surat
ally,ittifoqdosh
Hampshire,Xampshir
ascent,ko'tarilish
ditch,xandaq
fishes,baliq
Jupiter,Yaltirgich
rubbing,ishqalanish
tract,buklama
standards,Standartlar
afore,oldin
ribbon,lenta
Cecilia,Sekiliya
Oregon,Oregon
integrity,yaxlitlik
plus,qo'shimcha
transparent,shaffof
farms,Fermer xo'jaliklari
pulpit,minbar
ropes,arqon
nineteen,o'n to'qqizta
rescued,qutqarilgan
counting,hisoblash
perfume,atir
Socrates,Jamiyat
hounds,ovchi
solicited,talab qilingan
bother,bezovta qilmoq
fascinating,maftunkor
qualified,malakali
desolation,vayron qilish
essay,insho
rains,yomg'ir
renew,yangilamoq
odious,shiddatli
assuredly,shubhasiz
suggests,taklif qiladi
rider,chavandoz
loneliness,yolg'izlik
pond,hovuz
activities,Faoliyat
dazzling,ko'zni qamashtiradigan
leaping,sakrash
squadron,skradron
bowing,egiluvchan
novelty,yangilik
wrist,bilak
keeper,darvozabon
homeward,uyga
Alexandria,Aleksandriya
finely,juda yaxshi
li,gap
efficiency,samaradorlik
marvel,marvel
tranquillity,xotirjamlik
Agnes,Agnes
charities,Xayriya
Spenser,Spenser
condemn,hukm qilmoq
elephants,fil
elders,oqsoqollar
Julian,Julian
tries,urinib ko'rmoq
2nd,2-chi
sweetly,shirin
endurance,chidamlilik
bags,sumkalar
reared,qaysar
jaw,jag '
unique,noyob
navigation,navigatsiya
inevitably,muqarrar ravishda
admirably,hayrat bilan
sect,mazhab
drum,baraban
poles,qutb
verge,xunuk
piercing,pirog
sanction,sanktsiya
Russians,Ruslar
forlorn,xunuk
approbation,isbotlash
organic,organik
Stanley,Schanli
allegiance,sadoqat
bin,dog '
expressly,ifodali
ingenuity,aqlsizlik
dispose,yo'q qilmoq
stained,bo'yalgan
theology,ilohiyot
withal,to'q qizil
duration,davomiylik
fundraising,Mablag 'yig'ish
adj.,adj.
collecting,yig'ish
weigh,tortmoq
sweetest,shirin
float,suzmoq
consul,konsul
monastery,monastir
raging,g'azablangan
publish,nashr qilmoq
knocking,taqillatmoq
precaution,ehtiyotkorlik
privately,alohida
Aaron,Aaron
endeavored,harakatga kelingan
insight,tushunish
definitely,albatta
stature,qo'rg'on
Troy,Troy
Miriam,Miriam
Judah,Yahudo
oblige,majbur qilmoq
urging,talab qilmoq
shift,siljish
mould,mog'or
courses,kurslar
countless,son-sanoqsiz
associates,sheriklar
hymn,madhiya
rapture,obzor
tonight,bugun oqshom
trumpet,karnay
Parker,Parker
entrusted,ishonib topshirilgan
firmness,mustahkamlik
comic,kulgili
breeding,naslchilik
ken,ken
questioning,so'roq qilish
factor,omil
monuments,yodgorlik
loveliness,iltifot
handled,ishlov bermoq
communities,Hamjamiyatlar
saloon,salon
stumbled,qoqilib qolgan
witch,jodugar
confronted,duch kelingan
traveling,sayohat
seamen,dengizchi
backed,zaxira
profoundly,chuqur
gladness,xursandchilik
pomp,shodlik
mess,tartibsizlik
practise,amaliyot
sanctuary,ma'bad
superstitious,xurofotli
casual,tasodifiy
Iowa,Yovaka
analyzed,tahlil qilingan
historic,tarixiy
bored,zerikkan
shrink,qisqarmoq
judging,hukm qilish
treating,davolash
expenditure,xarajatlar
encouraging,rag'batlantiradigan
diplomatic,diplomatik
forcing,majburlash
studio,studiya
exposure,chalinish xavfi
crude,xom
compilation,jamlama
Vermont,Vodiy
eve,hibsga olmoq
ascend,ko'tarilmoq
unbroken,buzilmagan
Apollo,Apollon
countess,grafin
binding,bog'lash
exceed,ortiq bo'lmoq
frail,qashshoqlik
Hans,Hans
champagne,Shampan
shuddered,seskanib ketgan
carter,sergak
mule,xachir
inserted,o'rnatilgan
parson,parson
rascal,raska
inspire,ilhomlantirmoq
banner,banner
divorce,ajrashish
treacherous,xoin
nineteenth,o'n to'qqizinchi
invalid,yaroqsiz
weaker,kuchsiz
organizations,tashkilotlar
bolt,bolt
ticket,chipta
backwards,orqaga qaytish
captivity,asirlik
lame,cho'loq
provoked,qo'zg'atilgan
vein,tomir
lists,Ro'yxatlar
gallop,urmoq
communications,aloqa
dagger,xanjar
passive,passiv
shoe,poyabzal
thrice,uch marta
corrected,tuzatilgan
mystic,mistik
infancy,go'daklik
foam,ko'pik
Keith,Kefk
tavern,qo'rqoq
fraud,firibgarlik
7th,7-chi
cradle,beshik
rifles,miltiq
vigorously,g'ayrat bilan
censure,ayblamoq
gentleness,muloyimlik
jr,jr
sobbing,yig'lamoq
monotonous,miyohli
explosion,portlash
catastrophe,falokat
respectfully,hurmat bilan
wearied,charchatadigan
cats,mushuklar
blamed,ayblamoq
needful,muhtoj
fireplace,kamin
gravel,shag'al
affords,imkoniyatlar
discovering,kashf qilish
jar,kovak
selfishness,xudbinlik
tolerably,sabotli
clerks,Xatalar
ark,ark
moist,nam
wid,kenglik
sauce,sous
prompted,so'raladigan
exceptions,Istisnolar
bullets,o'q
writ,yozmoq
Bruce,Brece
insolent,maxfiy
moisture,namlik
Thompson,Tompson
furnace,o'choq
healing,shifobaxsh
fewer,kamroq
deem,hisoblamoq
apron,apron
humiliation,xo'rlash
punctuation,tinish belgilari
rolls,rulon
doe,darrov
rotten,chirigan
richer,boy
Swiss,Shveytsariya
behavior,xulq
nowadays,shu kunlarda
pamphlet,risola
loan,qarz
beads,boncuklar
divers,turli xil
unreasonable,aqlsiz
realise,anglamoq
lust,shahvat
ah,ayni
annually,har yili
detach,ajratmoq
gaily,xushomadgo'y
shares,ulushlar
gifted,qobiliyatli
planet,sayyora
feverish,isitma
resurrection,tirilish
Saul,Shoul
consecrated,bag'ishlangan
enforced,majburiy
Vincent,Shin
shelf,raf
fan,muxlis
fluid,suyuqlik
brightly,yorqin
damsel,qizarib ketmoq
Gabriel,Jabroil
kid,bola
frantic,g'azablangan
neatly,to'g'ri
anon,anon
ascribed,belgilangan
insane,jinni
tropical,tropik
8th,8
Milan,"""Milan"""
hardened,qotib qolgan
overthrow,ag'darmoq
phase,faza
achievement,muvaffaqiyat
immortality,boqiylik
obscurity,zilzlik
assumption,taxmin
discern,farqlamoq
hopeful,umidvor
humorous,hazilkash
composure,yashirin
turf,rayf
Poland,Polsha
dame,eram
missionaries,Missionerlar
orator,notiq
perpetually,doimiy ravishda
arbitrary,o'zboshimchalik
ecstasy,hayajonli
retirement,iste'fo
pronounce,talaffuz
authorized,vakolatli
familiarity,tanishlik
NL,Nl
hastings,shoshqaloqlik
clubs,Klublar
reconciled,yarashtirmoq
grievous,qayg'uli
mercury,simob
elegance,nafislik
chivalry,iloj
luminous,yorqin
beseech,iltimos qilmoq
benevolent,befahm
confided,ishongan
dances,raqslar
perplexity,hayratda qolish
escaping,qochib ketmoq
terrific,dahshatli
companionship,do'stlik
commence,boshlamoq
daisy,peshana
parliament,parlament
9th,9
creep,sirpanish
pleading,tanqid qilmoq
disdain,nafratlanmoq
pm,bosh vazir
sympathies,xushomadgo'ylik
guides,qo'llanma
emergency,favqulodda vaziyat
parcel,posilka
suicide,o'z joniga qasd qilish
replies,Javoblar
drawer,tortma
contribution,hissa
supposition,taxmin
vii,vii
weren't,yo'q
link,bog'lamoq
homely,bir xil
pluck,yulmoq
ruling,hukmronlik
Patrick,Podsho
statesmen,Davlat davlat arboblari
Hannah,Xanna
printing,bosma
Joshua,Joshua
synonymous,sinonim
sinister,gunohkor
advocate,himoya qilmoq
destructive,halokatli
environment,atrof-muhit
blossom,gullash
bridle,ko'prik
yon,yona
waistcoat,belbog '
extends,cho'zilgan
confirm,tasdiqlamoq
listing,ro'yxat
solemnity,tantana
projects,Loyihalar
reporter,muxbir
deprive,mahrum qilmoq
detachment,bo'linma
infernal,zolim
traversed,kesib o'tgan
moss,mox
skilled,malakali
announce,e'lon qilmoq
hateful,nafratli
fugitive,qochoq
Gothic,Gotika
coolness,salqinlik
insurrection,qo'zg'olon
cum,shayton
med,med
coachman,murabbiy
expend,xarajat qilmoq
stepping,qadam bosmoq
Julius,Julius
resign,iste'foga chiqmoq
despatch,nizom
excluded,istisno qilingan
reject,rad qilmoq
tough,qattiq
plea,iltijo
Roy,Roy
fragment,bo'lak
lacked,yo'q
Wordsworth,Kitobni so'z
balcony,balkon
darker,qorong'i
mac,Mac
Nevada,Neveada
Christopher,Kristofer
fork,vilka
flatter,xushomad qilmoq
iniquity,qonunsizlik
meditation,meditatsiya
disastrous,halokatli
stain,dog '
patches,yamalar
hints,maslahat
ordained,tartibsiz
drinks,ichimliklar
whipped,qamchilangan
burial,dafn etish
Matt,Mot
employee,xodim
employer,ish beruvchi
hypothesis,gipoteza
steed,steteed
width,kenglik
Sweden,Shvetsiya
transaction,bitim
victories,g'alaba
devout,dindor
outrage,g'azab
vary,farq qilmoq
attorney,advokat
rouse,silkitmoq
doubled,ikki baravar ko'payib bormoq
Sidney,Sidney
schooner,schuner
flaming,alangali
offend,xafa qilmoq
sheriff,sherif
encamped,qaror qilmoq
magnificence,fazilat
vent,shamollatish
politely,xushmuomala
vines,uzumlar
flags,bayroqchalar
Italians,Italiyaliklar
necessities,zaruratlari
Austin,Austin
nobler,zolim
accusation,ayblash
impulses,impulslar
packet,paket
shabby,shim
irritated,g'azablangan
Dakota,Dakota
industrious,mehnatsevar
classic,klassik
ranch,rancho
ascending,ko'tarilish
cruelly,shafqatsiz
happiest,eng baxtli
Antonio,Narvon
accuse,ayblash
insulted,haqoratli
bridges,ko'priklar
players,o'yinchilar
sixteenth,o'n oltinchi
solicitation,talabnoma
embarked,ortda qolgan
idol,but
odds,kelishmovchilik
aims,maqsad
illuminated,yoritilgan
enchanted,sehrlangan
adversary,dushman
pie,pirog
reflecting,fikr yuritish
pension,pensiya
luxurious,hashamatli
pigs,Cho'chqalar
choir,xor
tumbled,g'altak
conqueror,zabt etmoq
irritation,tirnash xususiyati
verb,fe'l
monkey,maymun
acceptable,maqbul
dynasty,sulola
accurately,aniq
divinity,ilohiylik
signature,imzo
heretofore,mevali
hazard,xavf
Dora,Dora
sq.,kv.
stead,dum
attire,libos
fling,chigal
marine,dengiz
occupations,kasblar
soothing,xotirjam
devised,o'ylab topilgan
singer,ashulachi
spaces,bo'shliqlar
Emerson,Emerson
Word,So'z
disguised,niqoblangan
antique,qadimiy
orthodox,ortosox
poisoned,zaharlangan
dove,kaptar
gratification,mamnun bo'lish
Sydney,Siddney
electricity,elektr
alien,begona
sorely,zolimlarcha
cracked,yorilgan
supremacy,ustunlik
summon,chaqirmoq
depressed,tushkunlikka tushgan
sexes,jinslar
offerings,Takliflar
pledged,garov
irony,istehzo
recourse,yetkazib bermoq
tortured,qiynoqqa solingan
thickly,qalin
correspondent,muxbir
sounding,yanglish
64,64
sombre,sim
brushed,cho'tkalangan
reasonably,oqilona
12th,12-chi
duel,duel
reluctantly,xohlamay
implies,nazarda tutmoq
cable,kabel
ridden,minbar
acre,grre
grieve,qayg'u
inquiring,qiziquvchan
colonists,mustafaslar
Addison,Zolim
republican,respublikachi
illustrate,tasvirlamoq
Tim,Vaqt
Liverpool,"""Liverpul"""
gilded,gilded
clumsy,bema'ni
satin,atlas
displeased,norozilik bildirgan
odor,hid
clearer,aniqroq
prairie,piralik
Hudson,Gudson
feudal,feodal
flint,flint
Easter,Pasxa
freshness,tazelik
nursery,bolalar bog'chasi
explanations,Izohlar
adoption,asrab olish
reluctance,istamaslik
crosses,xochlar
blushing,qizarib ketmoq
imported,import qilingan
notorious,taniqli
equipped,jihozlangan
sinful,gunohkor
starving,och qolmoq
Eugene,Jodu
bedside,yotoq
sovereigns,suverenlar
abrupt,keskin
excused,kechirmoq
injure,jarohat
incessant,dag'al
correctly,to'g'ri
drooping,ziqna
adored,yaxshi
embroidered,tikilgan
pasture,yaylov
pillar,ustun
import,Import
founder,asoschi
torch,mash'ala
vault,shodlik
worm,qurt
ay,ay
bravery,jasorat
confinement,qamoqqa olish
trusting,ishonish
butler,butparast
rattle,qo'pol
transported,tashilgan
estimation,baholash
edit,tahrirlamoq
gotten,guli
cuts,kesish
headlong,zindon
outfit,kiyim
insolence,notinchlik
secrecy,maxfiylik
thereupon,shu sababli
unlucky,omadsiz
eighth,sakkizinchi
valour,jodu
grammar,grammatika
relaxed,bo'sh
mentions,Yaqish
adjacent,qo'shni
knives,pichoq
attacking,hujum
exceptional,bejirim
recollections,Eslatmalar
deposit,omonat
establishing,o'rnatmoq
muddy,loyqa
arches,arklar
aspects,fikr
senior,katta
fragrance,xushbo'y hid
colonial,mustamlakachi
penetrating,kirib boradigan
refinement,qayta ishlash
te,tepa
yacht,yaxta
intelligible,tushunarli
stray,adashgan
forcibly,zo'rg'a
Jenny,Jenni
superficial,yuzaki
tends,tendentsiya qilmoq
identified,aniqlangan
wan,jodu
choosing,tanlamoq
frighten,qo'rqitmoq
grotesque,gotesk
reprinted,qayta bosilgan
tutor,repetitor
contributing,hissa qo'shadigan
Welsh,Uelsh
gaiety,qo'rqinch
besieged,qurt
robbery,talonchilik
transmitted,uzatilgan
swam,suzmoq
consequential,oqibat
slid,slid
stony,tosh
Donald,Donald
gratify,mamnun qilmoq
heavier,og'ir
confidently,ishonch bilan
Mabel,Mish
demon,jin
treatise,munosabat
mechanically,mexanik ravishda
batteries,Batareyalar
trading,savdo
cock,xo'roz
pilgrimage,haj
extinct,yo'q bo'lib ketgan
idleness,bekorchilik
Sicily,Sadaqa
merrily,yashirin
excursion,ekskursiya
handling,ishlov berish
Utah,Uta
eminence,oshiqlik
lump,bo'lak
boyhood,bolish
Montana,Montantiya
superfluous,ortiqcha
wee,biz
dome,gumbaz
shivering,qaltirash
accidental,tasodifiy
thickness,qalinlik
Darwin,Darvoza
continuance,davom etish
fixing,tuzatish
Harris,Xarris
rustic,rustik
cheered,quvnoq
Vernon,Xor
premises,bino
delivery,yetkazib bermoq
nodding,bosh qimirlatish
snowy,qorli
curved,egri
productive,unumdor
discouraged,tushkunlikka tushgan
variations,o'zgaruvchanlik
shilling,shiling
swollen,shishgan
miraculous,mo''jizaviy
stubborn,o'jar
Belgium,Belgiya
drives,drayver
Jerome,Jim
orchard,bog'
persuasion,ishontirish
invaded,bosqinchi
Alps,Alp
ungrateful,noshukur
insensible,sezmaydigan
muscle,muskul
Madrid,Madrid
Flanders,Flander
cultivate,o'stirmoq
involuntarily,beixtiyor
speedy,tez
variation,o'zgaruvchanlik
Marian,Maraytar
harp,arfa
peaks,cho'qqilar
daybreak,tong
magnitude,kattalik
precautions,ehtiyot choralari
rub,ishqalamoq
requiring,talab qilmoq
coral,marjon
grapes,uzum
fairest,adolatli
locality,joy
opponent,raqib
bondage,qullik
beans,dukkaklilar
cowardly,qo'rqoqlik
grandson,nabira
Leo,Leo
Gertrude,Gertruda
nail,tirnoq
protecting,himoya qilish
hospitable,mehmondo'st
proving,isbotlash
benevolence,xayrixohlik
Brussels,Bryussel
civilisation,tsivilizatsiya
mounting,o'rnatish
desiring,istirohat qilish
rushes,shoshqaloqlik
precision,aniqlik
watchful,hushyor
harness,jabduq
perchance,to'qnashuv
forbade,taqiqlamoq
channels,kanallar
indication,ko'rsatma
zealous,g'ayratli
tact,xushmuomalalik
seventeenth,o'n yettinchi
Theodore,Tog '
stating,aytib bermoq
toast,tost
dreadfully,dahshatli
Judith,Ajr
asterisk,yulduzcha
Virgil,Virgil
edifice,inshoot
swelled,shishib ketgan
accomplishment,amalga oshirish
sundry,sun'iy
reckoning,hisoblash
mouse,sichqoncha
prostrate,sajda qilmoq
helm,rul
slim,nozik
whistling,hushtak
syllable,bo'g'in
handwriting,qo'l yozuvi
commissioners,Komissarlar
lime,Laym
spur,ayirmoq
unfit,yaroqsiz
gen.,General.
relish,tasb
reduction,kamaytirish
sown,ekilgan
venetian,venetsiya
cordially,samimiy
hush,xo'r
breasts,ko'krak
slipping,sirpanish
pat,pat
Arabian,Arablarga oid
dialogue,muloqot
forwards,oldinga
entreat,yolvormoq
fascination,hayratda qoldirish
belly,qorin
neutral,neytral
grasping,tushunib bo'lmaydigan
diligence,tirishqoqlik
disgusted,jirkantiradigan
retiring,nafaqaga chiqqan
strokes,zarba
sob,sob
vine,uzum
compose,tuzatmoq
Valentine,Valentin
Harvey,Xamzalik
icy,muzdek
inconvenience,noqulaylik
v,voyaga yettirmoq
pots,kema
dimensions,o'lchamlari
abused,haqoratli
armor,zirhli
detect,aniqlamoq
contradiction,qarama-qarshilik
banker,bankir
infamous,insofsiz
powerless,kuchsiz
passenger,yo'lovchi
crust,qobiq
historians,Tarixchilar
disclaim,rad qilmoq
Norway,Norveg
peculiarities,o'ziga xos xususiyatlar
sting,dog '
simultaneously,bir vaqtning o'zida
watches,soatlar
cong.,kong.
episode,epizod
achieve,erishmoq
populace,populla
Sherman,Shim
incense,tutatqi
Rebecca,Rebrika
Jordan,Iordaniya
persistent,qat'iy
Wisconsin,Viskonsin
ho,shodlik
ta,talaffuz qilmoq
